Date,Close,WARN,MVG1,MVG2,DevStop1,DevStop2,DevStop3
Thu Aug 28 00:00:00 PDT 1997,28.5,26.118756,27.033664884615384,24.806542666666665,25.337933254575255,25.86932384248384,26.400714430392426
Fri Aug 29 00:00:00 PDT 1997,28.062481,26.381256,27.072124846153844,24.770822523809525,25.33896180215988,25.907101080510234,26.47524035886059
Tue Sep 02 00:00:00 PDT 1997,28.250041,26.6500082,27.108180230769232,24.69939395238095,25.297760332886032,25.89612671339111,26.494493093896185
Wed Sep 03 00:00:00 PDT 1997,27.999959,27.0250082,27.16587253846154,24.69343961904762,25.293202960038755,25.892966301029887,26.492729642021022
Thu Sep 04 00:00:00 PDT 1997,30.624959,27.225,27.170677076923077,27.538744238095237,26.90893592753242,26.279127616969603,25.649319306406785
Fri Sep 05 00:00:00 PDT 1997,30.0,27.6874918,27.20432776923077,29.116039285714287,28.446594734841614,27.777150183968942,27.107705633096266
Mon Sep 08 00:00:00 PDT 1997,36.0,28.1499959,27.228364653846153,30.2708870952381,29.03783145136383,27.80477580748956,26.57172016361529
Tue Sep 09 00:00:00 PDT 1997,38.874959,29.1999959,27.507212384615386,34.413656380952375,33.032776635409036,31.651896889865693,30.27101714432235
Wed Sep 10 00:00:00 PDT 1997,39.624959,30.4249918,27.887016923076924,38.720286904761906,37.3473325129803,35.974378121198704,34.6014237294171
Thu Sep 11 00:00:00 PDT 1997,37.875,31.5749877,28.343746115384615,38.628024095238096,37.21471848137354,35.80141286750897,34.38810725364441
Fri Sep 12 00:00:00 PDT 1997,44.25,32.5812358,28.78124769230769,38.35421261904762,36.66459131841856,34.974970017789495,33.28534871716043
Mon Sep 15 00:00:00 PDT 1997,37.125,34.1562358,29.44470923076923,41.8155210952381,39.77209144551556,37.728661795793016,35.68523214607047
Tue Sep 16 00:00:00 PDT 1997,40.250041,35.0624877,29.86778773076923,41.68456676190476,39.55061694669861,37.41666713149245,35.282717316286295
Wed Sep 17 00:00:00 PDT 1997,40.875,36.2624877,30.358172346153847,41.6726580952381,39.54352696639272,37.41439583754734,35.28526470870196
Thu Sep 18 00:00:00 PDT 1997,39.500041,37.5499918,30.85577080769231,41.66074942857143,39.5350471624569,37.40934489634237,35.28364263022783
Fri Sep 19 00:00:00 PDT 1997,47.375041,38.4375,31.3605785,41.27384647619048,38.70986923660243,36.145891997014374,33.581914757426325
Mon Sep 22 00:00:00 PDT 1997,54.0,40.1750041,32.16827080769231,45.53865309523809,42.73684820570567,39.93504331617325,37.13323842664083
Tue Sep 23 00:00:00 PDT 1997,55.5,41.9750041,33.250001576923076,52.53865309523809,49.82423242933021,47.10981176342233,44.39539109751445
Wed Sep 24 00:00:00 PDT 1997,52.5,43.6375082,34.408657,52.33032157142857,49.586085628817756,46.84184968620694,44.097613743596135
Thu Sep 25 00:00:00 PDT 1997,48.937443,44.9250123,35.4855785,53.84821685714286,51.1493759070528,48.450534956962734,45.751694006872675
Fri Sep 26 00:00:00 PDT 1997,50.000038,46.0312566,36.36778626923077,53.782737047619044,51.13850683775663,48.49427662789421,45.850046418031795
Mon Sep 29 00:00:00 PDT 1997,48.500038,46.606260400000004,37.290863076923074,53.71725695238095,51.123894106051026,48.53053125972111,45.937168413391184
Tue Sep 30 00:00:00 PDT 1997,52.062481,47.7437642,38.18028919230769,53.43451404761905,50.90846194801996,48.38240984842088,45.85635774882179
Wed Oct 01 00:00:00 PDT 1997,48.249962,48.9250082,39.20192307692308,53.13689695238095,50.71689769599422,48.29689843960749,45.87689918322076
Thu Oct 02 00:00:00 PDT 1997,48.125038,49.6625044,40.03365238461539,53.089279714285716,50.72967839109012,48.37007706789452,46.01047574469892
Fri Oct 03 00:00:00 PDT 1997,48.187443,50.525004100000004,40.80288461538461,53.130948333333336,50.72630407150174,48.32165980967014,45.917015547838545
Mon Oct 06 00:00:00 PDT 1997,49.5,50.6062443,41.58653553846154,53.145834095238094,50.72649399229808,48.30715388935808,45.887813786418064
Tue Oct 07 00:00:00 PDT 1997,48.687481,50.1562443,42.394227846153846,53.36011966666667,50.89498588466894,48.429852102671205,45.964718320673484
Wed Oct 08 00:00:00 PDT 1997,48.062519,49.4749924,43.18749707692307,53.47619409523809,50.96571577398812,48.455237452738146,45.944759131488176
Thu Oct 09 00:00:00 PDT 1997,45.0,49.0312443,43.94951546153846,53.43154823809524,50.94715921208706,48.46277018607887,45.97838116007069
Fri Oct 10 00:00:00 PDT 1997,46.812481,48.6375,44.60336319230769,53.37202247619047,50.89325697714452,48.41449147809856,45.935725979052606
Mon Oct 13 00:00:00 PDT 1997,48.0,48.3187443,45.225960192307696,53.60118838095238,51.10601383862921,48.61083929630604,46.11566475398287
Tue Oct 14 00:00:00 PDT 1997,47.750041,48.2687405,45.91826788461538,53.809519904761906,51.439604009158984,49.06968811355607,46.699772217953154
Wed Oct 15 00:00:00 PDT 1997,47.06256,47.8374965,46.37019253846154,53.94642271428572,51.580485069676755,49.21454742506779,46.84860978045883
Thu Oct 16 00:00:00 PDT 1997,43.5,47.7187563,46.68510026923077,53.827377047619045,51.49405462089737,49.160732194175694,46.827409767454014
Fri Oct 17 00:00:00 PDT 1997,43.5,47.2562525,46.83414030769231,53.857137,51.49757679227228,49.13801658454456,46.778456376816834
Mon Oct 20 00:00:00 PDT 1997,45.875041,46.7875082,47.05048646153846,45.83330195238095,47.81694426567494,49.80058657896893,51.78422889226293
Tue Oct 21 00:00:00 PDT 1997,53.124962,46.4250123,47.11298803846154,45.76782757142857,47.58839802167826,49.40896847192795,51.22953892217764
Wed Oct 22 00:00:00 PDT 1997,54.249962,46.8687604,47.72837119230769,45.764850476190475,47.58636098998425,49.407871503778026,51.229382017571794
Thu Oct 23 00:00:00 PDT 1997,54.0,47.4875047,48.266829692307695,45.68151895238095,47.409263321068444,49.13700768975594,50.86475205844343
Fri Oct 24 00:00:00 PDT 1997,60.312481,48.3875047,48.77163738461539,45.818421904761905,47.69090411904013,49.563386333318356,51.435868547596584
Mon Oct 27 00:00:00 PST 1997,51.249962,49.7375047,49.57211584615385,56.845233904761905,54.58100066693949,52.31676742911707,50.052534191294654
Tue Oct 28 00:00:00 PST 1997,59.375038,50.062500899999996,49.721151269230766,56.333331095238094,53.26928774916456,50.20524440309103,47.1412010570175
Wed Oct 29 00:00:00 PST 1997,64.687443,51.2250006,49.9278835,56.33035957142857,53.26410161664741,50.197843661866244,47.13158570708509
Thu Oct 30 00:00:00 PST 1997,61.5,52.9874889,50.28124669230769,61.702387904761906,58.682872999429826,55.663358094097745,52.64384318876567
Fri Oct 31 00:00:00 PST 1997,60.999962,54.7874889,50.627400538461536,61.52977080952381,58.52961243793186,55.52945406633991,52.52929569474796
Mon Nov 03 00:00:00 PST 1997,60.875038,56.5374851,51.09134357692308,61.458342095238095,58.5087570065018,55.55917191776551,52.60958682902922
Tue Nov 04 00:00:00 PST 1997,59.499962,58.0374848,51.50961280769231,61.419650714285716,58.49728723049259,55.574923746699454,52.65256026290633
Wed Nov 05 00:00:00 PST 1997,58.5,58.6749848,51.932686807692306,61.36310219047619,58.48712463320304,55.611147075929885,52.73516951865673
Thu Nov 06 00:00:00 PST 1997,55.937519,59.0999886,52.18028369230769,61.30655352380953,58.469737402773184,55.63292128173685,52.796105160700506
Fri Nov 07 00:00:00 PST 1997,53.750038,59.2937405,52.47595896153846,61.30953076190476,58.471229329753186,55.63292789760161,52.79462646545004
Mon Nov 10 00:00:00 PST 1997,50.499962,58.6374962,52.69230511538461,61.33333652380952,58.493462934734694,55.65358934565987,52.81371575658503
Tue Nov 11 00:00:00 PST 1997,47.375041,58.5624962,52.78124815384616,61.187507857142855,58.43085302940467,55.6741982016665,52.91754337392831
Wed Nov 12 00:00:00 PST 1997,45.249959,57.3624965,52.69951896153846,61.04465642857143,58.295296905166815,55.5459373817622,52.79657785835759
Thu Nov 13 00:00:00 PST 1997,46.31256,55.4187481,52.56730657692307,61.050610761904764,58.29553850133785,55.54046624077094,52.78539398020402
Fri Nov 14 00:00:00 PST 1997,50.000038,53.9000041,52.50000046153846,61.02085066666667,58.267500530944076,55.51415039522148,52.760800259498886
Mon Nov 17 00:00:00 PST 1997,52.5,52.8000117,52.692309615384616,60.88394785714286,58.23626310622174,55.588578355300626,52.940893604379504
Tue Nov 18 00:00:00 PST 1997,53.000038,51.9625079,52.911060346153846,49.050618761904765,51.769296465253944,54.48797416860313,57.20665187195231
Wed Nov 19 00:00:00 PST 1997,54.125038,51.3125155,53.1033695,48.81847604761905,51.53688888126769,54.255301714916335,56.97371454856498
Thu Nov 20 00:00:00 PST 1997,54.999962,50.8750193,53.34856169230769,48.73216742857143,51.54056918288365,54.34897093719587,57.15737269150809
Fri Nov 21 00:00:00 PST 1997,53.874962,50.7812636,53.653846384615385,48.571453142857145,51.488279122848496,54.405105102839855,57.321931082831206
Mon Nov 24 00:00:00 PST 1997,50.750038,50.793756,54.052883384615384,48.398830476190476,51.287409612731466,54.17598874927245,57.06456788581343
Tue Nov 25 00:00:00 PST 1997,50.437443,50.8187636,54.331731,48.1101390952381,50.749004694405414,53.38787029357273,56.02673589274005
Wed Nov 26 00:00:00 PST 1997,51.125038,51.1250038,54.507208,47.58633319047619,49.13443398229088,50.68253477410556,52.23063556592025
Fri Nov 28 00:00:00 PST 1997,49.5,51.7125117,54.430287846153846,47.39585880952381,48.789792082868004,50.1837253562122,51.577658629556396
Mon Dec 01 00:00:00 PST 1997,51.249962,52.0312557,54.247597,47.33931571428572,48.723583053258395,50.10785039223108,51.49211773120376
Tue Dec 02 00:00:00 PST 1997,50.812557,52.1562481,54.141826307692305,47.13098419047619,48.441817899963006,49.75265160944982,51.06348531893663
Wed Dec 03 00:00:00 PST 1997,52.374962,51.9875038,53.77644461538461,47.083366952380956,48.40775323058163,49.73213950878231,51.05652578698299
Thu Dec 04 00:00:00 PST 1997,54.0,51.9249962,53.819713846153846,47.04765266666667,48.38445264220547,49.72125261774426,51.058052593283065
Fri Dec 05 00:00:00 PST 1997,55.125,51.9124924,53.61298161538461,47.04467557142857,48.38180265048002,49.71892972953147,51.056056808582916
Mon Dec 08 00:00:00 PST 1997,56.499962,51.9249962,53.24519534615385,47.02681842857143,48.36181526397317,49.69681209937491,51.03180893477664
Tue Dec 09 00:00:00 PST 1997,56.25,52.1874962,53.05288619230769,46.96431571428572,48.31589061173943,49.667465509193136,51.01904040664685
Wed Dec 10 00:00:00 PST 1997,54.125038,52.7374924,52.87019534615385,46.92860142857143,48.25416099769089,49.57972056681034,50.90528013592979
Thu Dec 11 00:00:00 PST 1997,56.25,53.1062519,52.61057996153846,54.29759009523809,52.93373809375278,51.56988609226747,50.20603409078216
Fri Dec 12 00:00:00 PST 1997,54.500038,53.6187481,52.48558142307692,55.11901852380952,53.905512184510975,52.69200584521243,51.47849950591388
Mon Dec 15 00:00:00 PST 1997,54.999962,54.1187519,52.33173673076923,55.08330438095238,53.87440380539844,52.665503229844504,51.45660265429056
Tue Dec 16 00:00:00 PST 1997,53.499962,54.4937519,52.295676846153846,55.220207333333335,54.11560230465089,53.01099727596845,51.906392247286014
Wed Dec 17 00:00:00 PST 1997,52.687443,54.7624924,52.28605853846154,55.31842433333333,54.28502217305829,53.251620012783235,52.21821785250819
Thu Dec 18 00:00:00 PST 1997,51.500038,54.7937405,52.37019242307692,55.282715476190475,54.27500908740217,53.26730269861387,52.25959630982557
Fri Dec 19 00:00:00 PST 1997,54.0,54.5437443,52.52884615384615,55.19938395238095,54.13953717096014,53.07969038953934,52.01984360811853
Mon Dec 22 00:00:00 PST 1997,56.375038,54.4312443,52.865386192307696,55.053549714285715,54.02556801969013,52.99758632509454,51.96960463049895
Tue Dec 23 00:00:00 PST 1997,55.5,54.418751900000004,53.25240457692308,55.04164676190476,54.03457513365258,53.027503505400404,52.020431877148226
Wed Dec 24 00:00:00 PST 1997,55.250038,54.3437519,53.46394157692308,55.053549714285715,54.047068733700776,53.040587753115844,52.034106772530905
Fri Dec 26 00:00:00 PST 1997,54.249962,54.4562519,53.56971226923077,55.130927047619046,54.10682021560095,53.08271338358284,52.05860655156474
Mon Dec 29 00:00:00 PST 1997,57.0,54.2562481,53.61778626923077,55.10116695238095,54.079239753630205,53.05731255487946,52.03538535612871
Tue Dec 30 00:00:00 PST 1997,58.187519,54.5062443,53.72836173076923,55.136881238095235,54.092058027018986,53.04723481594273,52.00241160486648
Wed Dec 31 00:00:00 PST 1997,60.249962,54.825,53.85096007692308,56.041679333333335,54.99206152719815,53.94244372106297,52.89282591492778
Fri Jan 02 00:00:00 PST 1998,59.499962,55.5,54.09615238461539,57.61017423809524,56.60492902903584,55.59968381997643,54.594438610917024
Mon Jan 05 00:00:00 PST 1998,57.0,56.1812519,54.43268792307693,57.574459952380955,56.579817372114185,55.58517479184741,54.59053221158063
Tue Jan 06 00:00:00 PST 1998,58.062481,56.7312481,54.68509396153846,57.562557000000005,56.57493244366855,55.5873078873371,54.59968333100564
Wed Jan 07 00:00:00 PST 1998,57.375,57.1374962,54.95191869230769,57.616128428571436,56.594999881858655,55.57387133514587,54.552742788433086
Thu Jan 08 00:00:00 PST 1998,55.374962,57.2374924,55.254803307692306,57.616128428571436,56.594999881858655,55.57387133514587,54.552742788433086
Fri Jan 09 00:00:00 PST 1998,51.125038,57.224988599999996,55.41345715384615,57.46136290476191,56.3395780793752,55.21779325398849,54.09600842860178
Mon Jan 12 00:00:00 PST 1998,51.624962,56.8124886,55.425475653846156,57.491123,56.37390919112567,55.25669538225134,54.139481573377
Tue Jan 13 00:00:00 PST 1998,55.749962,56.5499886,55.3966295,57.532786047619055,56.48945446573315,55.44612288384724,54.40279130196133
Wed Jan 14 00:00:00 PST 1998,58.5,56.4249848,55.46393573076923,57.616117571428575,56.65570083594644,55.695284100464306,54.73486736498217
Thu Jan 15 00:00:00 PST 1998,59.437443,56.456232899999996,55.59374342307692,57.63992890476191,56.67959037982745,55.71925185489299,54.75891332995853
Fri Jan 16 00:00:00 PST 1998,57.500038,56.374981,55.70672346153846,57.628020523809525,56.67409667017221,55.7201728165349,54.766248962897585
Tue Jan 20 00:00:00 PST 1998,59.437443,56.1749886,55.754801846153846,57.61908923809524,56.66856564807241,55.718042058049576,54.76751846802675
Wed Jan 21 00:00:00 PST 1998,60.875038,56.4187329,55.959125115384616,57.565512380952384,56.61323006312812,55.66094774530386,54.7086654274796
Thu Jan 22 00:00:00 PST 1998,61.625038,56.6999886,56.13701119230769,59.12503257142858,58.221250226607566,57.317467881786555,56.41368553696555
Fri Jan 23 00:00:00 PST 1998,59.25,57.124992400000004,56.411049653846156,60.34221938095238,59.378081663862204,58.41394394677203,57.44980622968186
Mon Jan 26 00:00:00 PST 1998,57.75,57.5124962,56.574512653846156,61.13987461904762,60.24197217947278,59.34406973989794,58.4461673003231
Tue Jan 27 00:00:00 PST 1998,57.0,58.1749924,56.737975653846156,61.16368595238095,60.25613763401975,59.34858931565854,58.441040997297335
Wed Jan 28 00:00:00 PST 1998,57.249962,58.712496200000004,56.90384323076923,61.133925857142856,60.25395291504882,59.373979972954785,58.49400703086076
Thu Jan 29 00:00:00 PST 1998,59.499962,58.8624962,57.12499415384615,61.15773719047619,60.27481009926471,59.391883008053235,58.50895591684176
Fri Jan 30 00:00:00 PST 1998,59.000038,58.9624924,57.33653115384615,61.14583423809524,60.27679274625564,59.40775125441604,58.538709762576445
Mon Feb 02 00:00:00 PST 1998,62.375038,58.918751900000004,57.43749269230769,61.09226823809524,60.227669330013,59.36307042193077,58.498471513848536
Tue Feb 03 00:00:00 PST 1998,61.812481,59.4062519,57.70191723076923,61.13095419047619,60.23261435956499,59.33427452865379,58.43593469774259
Wed Feb 04 00:00:00 PST 1998,60.75,59.6437557,57.95431888461538,61.19642857142857,60.249739309305006,59.30305004718144,58.35636078505788
Thu Feb 05 00:00:00 PST 1998,59.25,59.6312519,58.20432034615385,61.17857142857143,60.2368474063547,59.295123384137966,58.353399361921234
Fri Feb 06 00:00:00 PST 1998,58.875,59.393748099999996,58.29085880769231,61.17857142857143,60.2368474063547,59.295123384137966,58.353399361921234
Mon Feb 09 00:00:00 PST 1998,58.250038,59.3562481,58.317300384615386,61.214285714285715,60.2605499064422,59.30681409859869,58.35307829075518
Tue Feb 10 00:00:00 PST 1998,63.624962,59.4062519,58.24038023076923,61.18749728571429,60.1597423710912,59.1319874564681,58.104232541845015
Wed Feb 11 00:00:00 PST 1998,63.500038,60.0687481,58.39903407692308,61.220239904761904,60.179525604227464,59.13881130369302,58.09809700315858
Thu Feb 12 00:00:00 PST 1998,63.125038,60.6937557,58.64903553846154,62.80058347619048,61.76589573444138,60.73120799269227,59.696520250943166
Fri Feb 13 00:00:00 PST 1998,62.25,61.0562633,58.84374926923077,62.87201204761905,61.80336514211652,60.73471823661398,59.66607133111144
Tue Feb 17 00:00:00 PST 1998,61.749962,61.3812595,59.03124926923077,62.91368052380953,61.82547259752694,60.73726467124434,59.64905674496175
Wed Feb 18 00:00:00 PST 1998,60.875038,61.3187519,59.27644157692308,62.97916033333334,61.84131721973321,60.70347410613308,59.56563099253295
Thu Feb 19 00:00:00 PST 1998,62.750038,61.2250076,59.65144157692308,62.97916033333334,61.84131721973321,60.70347410613308,59.56563099253295
Fri Feb 20 00:00:00 PST 1998,63.249962,61.4250114,60.07932911538462,63.04463471428572,61.92273160476921,60.8008284952527,59.67892538573619
Mon Feb 23 00:00:00 PST 1998,64.875,61.8250076,60.36779065384616,63.06844061904762,61.95198922784022,60.83553783663282,59.71908644542541
Tue Feb 24 00:00:00 PST 1998,64.875,62.4250076,60.612982961538464,63.11606328571429,62.08845638727481,61.06084948883532,60.033242590395844
Wed Feb 25 00:00:00 PST 1998,65.874962,63.0875038,60.82211976923077,65.66068714285714,64.61980688941483,63.57892663597252,62.53804638253021
Thu Feb 26 00:00:00 PST 1998,72.75,63.3125038,61.144232230769234,65.40473295238095,63.851939090715035,62.29914522904912,60.746351367383205
Fri Feb 27 00:00:00 PST 1998,77.000038,64.2375,61.65625365384616,70.02675585714286,68.11937621106043,66.211996564978,64.30461691889556
Mon Mar 02 00:00:00 PST 1998,76.250038,65.625,62.276445961538464,76.669689,74.75713801421738,72.84458702843474,70.93203604265211
Tue Mar 03 00:00:00 PST 1998,71.750038,67.02500380000001,62.838945961538464,76.54468357142858,74.60354506016124,72.66240654889391,70.72126803762657
Wed Mar 04 00:00:00 PST 1998,73.437481,68.0250114,63.31971665384616,76.50896385714286,74.55287462639771,72.59678539565257,70.64069616490742
Thu Mar 05 00:00:00 PST 1998,75.0,69.2812557,63.92308130769231,76.26789514285714,74.16589728531946,72.06389942778176,69.96190157024408
Fri Mar 06 00:00:00 PST 1998,76.749962,70.5062519,64.61538900000001,76.19051238095238,74.12588861366473,72.06126484637709,69.99664107908943
Mon Mar 09 00:00:00 PST 1998,83.499962,71.8562519,65.36538900000001,75.8988439047619,73.51003312165048,71.12122233853907,68.73241155542765
Tue Mar 10 00:00:00 PST 1998,83.109358,73.7187481,66.28846592307693,81.85114523809523,79.4813798299565,77.11161442181775,74.741849013679
Wed Mar 11 00:00:00 PST 1998,79.625038,75.5421839,67.21574746153846,84.22696428571429,81.87967178204089,79.5323792783675,77.1850867746941
